0	0.00010133618105985634
1	5.5983576056889875e-05
2	5.134092769196417e-05
3	0.00011005982321092362
4	0.00015507013211718424
5	9.005454058273914e-05
6	0.00015206735818196657
7	8.845595871243597e-05
8	0.00011719176449563686
9	0.0002489773086612216
10	0.0002153851829091761
11	0.00022234628856075987
12	0.0001872627729083856
13	9.547451570276675e-05
14	4.879762567748058e-05
15	4.924445575268955e-05
16	6.892023762634357e-05
17	7.376186953009254e-05
18	5.2108764178846304e-05
19	8.038063811185472e-05
20	3.6570143543503815e-05
21	3.371048884365763e-05
22	4.875893343336472e-05
23	5.668994244848165e-05
24	5.616371673638091e-05
25	3.053202347785695e-05
26	2.700280041110387e-05
27	4.4054985305547284e-05
28	5.0677509418623376e-05
29	8.555192067873827e-05
30	0.00010603131958787785
31	6.870366337848213e-05
32	2.790365996773489e-05
33	0.00015674595988899605
34	0.00015583108761126486
35	5.8111790359685806e-05
36	6.017139961216499e-05
37	7.865579415881191e-05
38	6.112651118851567e-05
39	6.121948339603067e-05
40	7.861732574245712e-05
41	5.4811980937487896e-05
42	0.00011242206226406995
43	9.51824906271883e-05
44	8.669551144412531e-05
45	6.129708467377796e-05
46	6.717642907213952e-05
47	5.528912719992253e-05
48	0.0001040174813531315
49	6.0012239171844826e-05
50	2.9464873060103004e-05
51	6.525691000423585e-05
52	0.00010765516654892688
53	0.0007571421015663672
54	0.00026680880678177143
55	0.00040894688332019323
56	0.00012071821845411801
57	3.84399617897406e-05
58	5.741996632551987e-05
59	0.0001385620029126264
60	9.060589101937988e-05
61	5.069570977116967e-05
62	0.00010542861090018438
63	6.270414068060572e-05
64	7.469547283537703e-05
65	0.00013800715759655348
66	3.551287178966477e-05
67	8.939453661304166e-05
68	8.44233392860146e-05
69	9.627967120623636e-05
70	5.521632022490252e-05
71	0.0001077900718960188
72	3.345932005359274e-05
73	0.00031977000712287936
74	0.00013959566809125604
75	4.694981029519472e-05
76	5.875900361753025e-05
77	7.698587073975788e-05
78	4.8056641042816786e-05
79	5.442798773971123e-05
80	5.790474966103866e-05
81	6.327450389272972e-05
82	2.8497108620521626e-05
83	0.0001002439378364803
84	4.863434127851432e-05
85	0.000217759853695735
86	5.7990841608447265e-05
87	1.8240224134646855e-05
88	7.17562564267639e-05
89	8.168524769851318e-05
90	8.219774357137114e-05
91	6.629414505545166e-05
92	0.00012232544721395245
93	3.41294784906203e-05
94	6.06249761659028e-05
95	9.086392588743557e-05
96	8.133644430829826e-05
97	9.756372252611472e-05
98	8.152377210779591e-05
99	6.396420457935838e-05
100	5.956861086955561e-05
101	5.680792126631771e-05
102	7.624850096194024e-05
103	5.344732968611832e-05
104	0.00017907805687042042
105	2.2915593863127223e-05
106	7.942972224045669e-05
107	4.972011285081767e-05
108	0.00010438409244428231
109	4.1960464175341526e-05
110	3.626171872182411e-05
111	4.9367290807152234e-05
112	5.6732444163207616e-05
113	8.01295160388543e-05
114	8.494839187842912e-05
115	0.00010587170780244898
116	8.966501527495132e-05
117	8.27148432952748e-05
118	0.00010278931128753903
119	5.7461156133145744e-05
120	3.242924079647799e-05
121	4.840131207704514e-05
122	7.71857196215351e-05
123	8.504766443742865e-05
124	6.659710521215099e-05
125	7.604925175798795e-05
126	4.115545669227915e-05
127	4.345111460172228e-05
128	9.268102366151412e-05
129	4.630999006115271e-05
130	5.3204581982119785e-05
131	0.00010439899601667244
132	6.209793040725136e-05
133	8.510076746644767e-05
134	7.652760784920543e-05
135	7.360492871774947e-05
136	9.737137271116396e-05
137	7.446052993210552e-05
138	4.264425776546489e-05
139	4.353417942594388e-05
140	7.698614520334604e-05
141	2.6560481112503982e-05
142	5.2870304624058516e-05
143	4.140341374378131e-05
144	3.6916908518099555e-05
145	9.868203836287641e-05
146	5.007391163232673e-05
147	0.00028049194576060114
148	8.47869586051522e-05
149	7.963711800565723e-05
150	4.196968226549052e-05
151	5.234563127313819e-05
152	7.702482373757467e-05
153	0.00010834108118484567
154	0.00021342304428646395
155	8.432272669918378e-05
156	2.8143337625403605e-05
157	0.00010025905548045744
158	0.00023704861766558294
159	4.319471221452287e-05
160	7.724906619291987e-05
161	5.767474667855316e-05
162	5.31929783162123e-05
163	9.525015115169648e-05
164	5.203131677780742e-05
165	5.1716758171488045e-05
166	4.011994867996833e-05
167	7.37175386853357e-05
168	5.0661208255528865e-05
169	7.51447372074174e-05
170	4.8485530097160185e-05
171	5.624312235180929e-05
172	4.474659144023489e-05
173	5.86203822561399e-05
174	4.643216079451967e-05
175	6.457059293762727e-05
176	5.917432152843119e-05
177	6.154778938628747e-05
178	4.8980562103969e-05
179	3.7078215960193243e-05
180	6.218020724405128e-05
181	3.7757896769260776e-05
182	7.569392331921379e-05
183	6.858227461598328e-05
184	7.31247656991643e-05
185	9.102814387493488e-05
186	5.1623157981752616e-05
187	0.00043258119681037884
188	3.480310838555e-05
189	0.00010427531410232487
190	3.385112943527636e-05
191	4.813008126993921e-05
192	0.00010088884718724977
193	4.388457660809729e-05
194	0.00011731157900607555
195	3.5087299303545975e-05
196	6.379824599623059e-05
197	3.271974300214841e-05
198	2.5409054500157774e-05
199	2.7332006386275828e-05
200	5.6856971120247964e-05
201	3.273899606130275e-05
202	4.9826296142712505e-05
203	5.44924860175126e-05
204	5.161772248137657e-05
205	3.8340807694870285e-05
206	6.235710329689622e-05
207	6.68289085094827e-05
208	7.363820946639613e-05
209	7.832281225619304e-05
210	4.71298365798301e-05
211	7.95111658694615e-05
212	7.132479119003718e-05
213	6.89857980223107e-05
214	8.772716775560732e-05
215	3.451710574762597e-05
216	7.221827718280682e-05
217	1.8331557970141043e-05
218	9.256462923158923e-05
219	0.00010486545123259016
220	0.00012273132203433472
221	8.590092727448991e-05
222	0.0001281743298845496
223	0.00012464969145994015
224	0.00023502796097529357
225	6.343675841351236e-05
226	8.30226192833201e-05
227	5.3203122363384154e-05
228	4.259828567519015e-05
229	0.00017833236181348638
230	0.00011363941855252874
231	0.00010004481544643036
232	6.884645923427013e-05
233	6.398079485352085e-05
234	6.077418022514087e-05
235	4.184628246448429e-05
236	5.1241824639848106e-05
237	9.411629548603793e-05
238	0.00012259688355352412
239	6.0171258532791025e-05
240	5.120216087452836e-05
241	7.82314157940845e-05
242	7.590855473863352e-05
